Team,Season,team_o_fgm,team_o_fga,team_o_ftm,team_o_fta,team_o_oreb,team_o_dreb,team_o_reb,team_o_asts,team_o_pf,team_o_stl,team_o_to,team_o_blk,team_o_3pm,team_o_pts,team_d_fgm,team_d_fga,team_d_ftm,team_d_fta,team_d_oreb,team_d_dreb,team_d_reb,team_d_asts,team_d_pf,team_d_stl,team_d_to,team_d_blk,team_d_3pm,team_d_pts,team_pace,prev_winrate,win_rate,Class
POR,1995,3294,7280,1668,2313,1327,2451,3778,1958,1925,706,1211,438,367,8623,3131,6761,1727,2298,949,2388,3337,1941,1941,646,1346,399,369,8358,98.82417,0.55487804878,0.536585365854,5
POR,1996,3140,6911,1546,2275,1256,2510,3766,1803,1941,631,1294,442,471,8298,2952,6571,1684,2253,907,2305,3213,1803,1967,673,1247,407,457,8045,95.810852,0.536585365854,0.59756097561,5
POR,1997,3032,6576,1575,2291,1109,2535,3644,1735,1893,617,1367,426,490,8129,2875,6550,1646,2227,942,2256,3198,1760,1941,682,1217,418,464,7862,94.5698205,0.567073170732,0.560975609756,5
POR,1998,2942,6431,1626,2243,1072,2508,3580,1738,1893,612,1370,449,412,7924,2804,6471,1672,2290,981,2199,3180,1733,1855,713,1201,436,415,7695,93.1635515,0.579268292683,0.7,7
POR,1999,2316,5176,1321,1787,866,2046,2912,1419,1492,498,1077,377,285,6238,2227,5229,1271,1758,813,1794,2608,1363,1482,590,972,344,296,6021,92.616768,0.630487804878,0.719512195122,7
POR,2000,2384,5193,1272,1689,806,2065,2871,1499,1495,522,1007,346,326,6366,2234,5248,1169,1624,797,1804,2601,1333,1507,531,985,297,307,5945,92.327873,0.709756097561,0.609756097561,6
POR,2001,3012,6423,1494,1964,963,2520,3483,1944,1805,652,1227,410,388,7907,2822,6496,1429,1957,962,2229,3191,1725,1804,649,1177,337,400,7473,91.4091565,0.664634146341,0.59756097561,5
POR,2002,3004,6543,1449,1900,1022,2462,3484,1944,1679,687,1164,393,417,7874,2885,6472,1374,1850,918,2283,3201,1845,1693,629,1158,366,436,7580,90.942333,0.603658536585,0.609756097561,6
POR,2003,2995,6581,1450,1924,1038,2411,3449,1893,1623,713,1151,342,422,7864,2946,6524,1289,1715,901,2309,3211,1904,1660,647,1174,401,451,7634,91.2080575,0.603658536585,0.5,5
POR,2004,2942,6479,1356,1837,1016,2377,3393,1814,1594,669,1159,380,380,7621,2948,6553,1243,1638,964,2291,3256,1887,1601,669,1133,392,427,7566,89.876713,0.55487804878,0.329268292683,3
SAC,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAC,1986,3538,7220,1818,2338,1135,2377,3512,2304,2134,602,1533,388,30,8924,3566,7225,1971,2609,1142,2339,3481,2118,2083,751,1409,478,73,9176,104.47717,0.451219512195,0.353658536585,3
SAC,1987,3530,7316,1896,2408,1208,2409,3617,2244,2070,557,1468,392,53,9009,3611,7347,1946,2554,1151,2347,3498,2136,2075,729,1309,482,99,9267,104.34747,0.40243902439,0.292682926829,2
SAC,1988,3490,7375,1884,2401,1257,2586,3708,2150,1951,547,1430,445,110,8975,3687,7467,1846,2413,1156,2389,3546,2165,2009,745,1202,510,122,9343,103.828675,0.323170731707,0.329268292683,3
SAC,1989,3410,7344,1707,2214,1186,2592,3644,2043,1886,603,1413,451,225,8753,3653,7442,1759,2313,1162,2514,3676,2141,1886,771,1239,487,150,9216,103.24678,0.310975609756,0.280487804878,2
SAC,1990,3333,7203,1567,2034,1046,2408,3455,2011,1870,585,1304,400,261,8496,3486,7289,1787,2312,1158,2567,3726,2064,1780,731,1226,416,170,8931,101.115495,0.30487804878,0.30487804878,3
SAC,1991,3195,6937,1527,2034,989,2290,3280,2021,1969,588,1255,452,216,8134,3263,6922,1936,2505,1155,2537,3692,1967,1793,701,1240,419,157,8620,97.957127,0.292682926829,0.353658536585,3
SAC,1992,3217,7003,1577,2133,1040,2286,3326,1974,1919,679,1316,565,227,8238,3349,7053,1886,2491,1237,2591,3828,2020,1831,757,1334,489,179,8765,99.508082,0.329268292683,0.30487804878,3
SAC,1993,3354,7226,1740,2304,1095,2317,3413,2016,1924,747,1362,483,250,8698,3488,7222,1891,2504,1224,2600,3825,2100,1913,791,1411,540,208,9076,102.85175,0.329268292683,0.341463414634,3
SAC,1994,3269,7145,1770,2369,1129,2315,3444,2052,2032,718,1348,351,259,8569,3390,7020,1910,2579,1163,2568,3731,2062,1952,756,1403,524,245,8935,101.5512485,0.323170731707,0.475609756098,4
SAC,1995,3102,6745,1661,2304,1097,2337,3434,1926,2009,659,1391,406,308,8173,3162,6783,1800,2460,1167,2421,3588,1936,1964,751,1344,506,327,8451,97.27853,0.408536585366,0.475609756098,4
SAC,1996,2998,6478,1703,2362,1093,2335,3428,1826,2085,646,1445,446,410,8109,2975,6505,1891,2534,1100,2290,3390,1812,2019,761,1352,510,419,8261,95.13818,0.475609756098,0.414634146341,4
SAC,1997,2985,6552,1626,2237,1107,2326,3433,1814,2038,615,1387,399,438,8035,2998,6491,1836,2466,1059,2326,3386,1791,1897,741,1306,467,451,8285,94.525219,0.44512195122,0.329268292683,3
SAC,1998,2978,6647,1467,2081,1097,2305,3402,1817,1878,592,1301,391,348,7772,3052,6648,1641,2219,1110,2437,3547,1800,1782,705,1256,447,393,8140,93.9172135,0.371951219512,0.54,5
SAC,1999,2437,5495,1161,1694,900,1938,2838,1482,1413,520,1056,326,286,6323,2552,5638,1176,1607,953,2065,3019,1494,1438,592,1023,343,282,6562,96.8560985,0.434634146341,0.536585365854,5
SAC,2000,2597,5797,1202,1655,881,2104,2985,1541,1372,615,1083,306,412,6808,2639,5870,1113,1511,946,2179,3126,1557,1522,621,1114,312,307,6699,100.5904405,0.538292682927,0.670731707317,6
SAC,2001,3204,7128,1560,2046,1021,2176,3692,1902,1662,790,1251,406,506,8475,3178,7189,1362,1817,1132,2702,3834,1883,1854,709,1357,439,398,8117,99.5577675,0.603658536585,0.743902439024,7
SAC,2002,3199,6986,1609,2114,1000,2210,3703,1905,1578,767,1136,403,452,8460,3107,7123,1301,1744,1093,2630,3723,1827,1796,649,1237,431,393,7910,97.231026,0.707317073171,0.719512195122,7
SAC,2003,3254,6996,1492,1993,956,2726,3683,1996,1613,738,1133,416,458,8460,3059,7116,1383,1863,1105,2615,3720,1798,1730,658,1196,369,379,7881,97.1671335,0.731707317073,0.670731707317,6
SAC,2004,3172,6850,1496,1938,894,2621,3515,2093,1626,722,1139,391,546,8387,3065,7023,1393,1871,1112,2567,3680,1750,1726,667,1185,382,391,7915,95.868931,0.69512195122,0.609756097561,6
SAS,1985,3803,7461,1963,2587,1178,2499,3677,2338,2163,721,1494,467,67,9637,3820,7629,1908,2487,1214,2360,3574,2400,2170,700,1458,468,62,9610,108.08121,0.475609756098,0.426829268293,4
SAS,1986,3647,7153,1921,2547,1098,2441,3539,2288,2147,778,1583,416,50,9266,3636,7356,1946,2519,1146,2284,3431,2276,2131,774,1504,462,85,9304,106.257555,0.463414634146,0.341463414634,3
SAS,1987,3564,7280,1791,2407,1177,2380,3557,2240,2022,793,1515,357,81,9001,3666,7337,1851,2427,1128,2382,3511,2322,1976,749,1468,458,102,9286,105.29744,0.384146341463,0.378048780488,3
SAS,1988,3619,7507,1735,2352,1234,2341,3575,2282,1960,762,1412,396,125,9098,3777,7494,1820,2377,1196,2487,3683,2422,1906,694,1422,500,131,9507,105.680375,0.359756097561,0.256097560976,2
SAS,1989,3587,7484,1710,2389,1239,2258,3497,2190,2072,850,1565,445,98,8983,3668,7413,1980,2552,1274,2487,3761,2266,1953,802,1577,541,164,9481,106.976765,0.317073170732,0.682926829268,6
SAS,1990,3428,7203,1769,2451,1229,2327,3556,2037,2003,880,1555,488,58,8685,3377,7119,1884,2441,1190,2351,3542,2014,1928,837,1574,480,201,8840,103.860825,0.469512195122,0.670731707317,6
SAS,1991,3398,6992,1885,2497,1147,2565,3712,2088,1875,734,1422,562,67,8750,3267,7189,1663,2178,1123,2255,3379,1947,1963,780,1340,426,224,8422,101.115735,0.676829268293,0.573170731707,5
SAS,1992,3393,7039,1767,2352,1180,2604,3784,2075,1847,699,1376,589,99,8653,3238,7193,1625,2124,1112,2316,3428,1905,1909,777,1256,450,230,8332,99.9774495,0.621951219512,0.59756097561,5
SAS,1993,3344,6926,1723,2296,1074,2547,3621,2011,1821,655,1267,561,177,8588,3250,7137,1585,2056,1092,2375,3467,1893,1904,704,1191,418,256,8342,98.337887,0.585365853659,0.670731707317,6
SAS,1994,3244,6725,1695,2248,1054,2569,3623,1954,1753,571,1212,482,242,8427,3178,7028,1466,1963,1085,2270,3356,1837,1894,643,1075,359,280,8102,95.220375,0.634146341463,0.756097560976,7
SAS,1995,3207,6687,1716,2319,1109,2629,3738,1907,1766,608,1222,453,341,8472,3117,6927,1420,1982,1053,2228,3281,1823,1927,632,1101,377,358,8012,94.69384,0.713414634146,0.719512195122,7
SAS,1996,3192,6644,1749,2374,983,2623,3606,1981,1845,650,1220,496,476,8609,3092,6920,1488,2061,1063,2388,3451,1863,2017,618,1219,418,433,8106,96.157528,0.737804878049,0.243902439024,2
SAS,1997,2987,6496,1524,2095,1019,2357,3376,1852,1792,645,1219,483,448,7947,3009,6622,1496,2038,1078,2387,3466,1902,1809,634,1218,438,496,8012,92.334221,0.481707317073,0.682926829268,6
SAS,1998,2862,6289,1437,2046,1042,2383,3426,1750,1747,581,1280,499,340,7502,2869,6517,1478,1999,1032,2269,3301,1755,1745,697,1112,413,445,7662,90.0798835,0.463414634146,0.74,7
SAS,1999,2319,4999,1238,1789,799,2111,2910,1470,1370,468,1038,459,237,6113,2184,5358,1126,1552,856,1821,2677,1248,1496,583,887,310,254,5748,90.8761555,0.711463414634,0.646341463415,6
SAS,2000,2346,5103,1320,1814,770,2125,2895,1460,1363,517,996,450,251,6263,2257,5421,1040,1437,841,1908,2749,1304,1520,541,955,336,262,5818,92.0601345,0.693170731707,0.707317073171,7
SAS,2001,2918,6328,1662,2277,914,2689,3603,1798,1633,591,1166,562,387,7886,2860,6775,1254,1695,976,2421,3398,1642,1919,622,1120,427,349,7324,92.1478305,0.676829268293,0.707317073171,7
SAS,2002,2898,6312,1670,2294,904,2639,3543,1710,1563,596,1116,556,441,7909,2860,6772,1258,1657,985,2430,3415,1580,1919,617,1094,426,358,7336,91.529552,0.707317073171,0.731707317073,7
SAS,2003,2910,6330,1629,2221,923,2561,3484,1639,1623,627,1196,533,443,7894,2872,6739,1308,1694,1016,2375,3391,1551,1903,650,1152,424,364,7417,91.876869,0.719512195122,0.69512195122,6
SAS,2004,2875,6365,1500,2131,983,2612,3596,1656,1669,645,1207,533,428,7678,2737,6545,1353,1790,969,2390,3359,1489,1875,650,1185,401,332,7160,91.1289065,0.713414634146,0.719512195122,7
SEA,1985,3368,6996,1847,2382,1041,2309,3351,2209,1929,642,1426,346,36,8620,3552,7239,1679,2190,1140,2391,3531,2249,2058,697,1356,423,66,8850,101.834345,0.44512195122,0.378048780488,3
SEA,1986,3306,6984,1796,2318,1082,2271,3353,2081,2071,697,1464,319,62,8470,3410,6958,1808,2351,1070,2343,3413,2129,2014,693,1425,432,68,8697,101.137375,0.378048780488,0.475609756098,4
SEA,1987,3464,7255,1881,2451,1259,2325,3584,2080,2196,725,1472,372,135,8944,3407,7051,2039,2655,1131,2293,3424,2030,2017,692,1404,407,75,8929,102.98109,0.426829268293,0.536585365854,5
SEA,1988,3568,7447,1887,2506,1343,2354,3697,2165,2302,740,1442,448,206,9230,3406,7063,2203,2905,1182,2292,3474,1993,1995,668,1437,416,111,9126,104.236025,0.506097560976,0.573170731707,5
SEA,1989,3554,7460,1800,2410,1355,2276,3631,2114,2203,819,1389,470,257,9165,3367,6932,2077,2740,1158,2279,3437,1961,1922,638,1543,418,149,8962,103.22164,0.55487804878,0.5,5
SEA,1990,3515,7360,1690,2273,1360,2246,3606,1978,2045,782,1369,414,262,8982,3347,6885,1953,2511,1097,2228,3325,1910,1838,652,1428,409,173,8821,100.876768,0.536585365854,0.5,5
SEA,1991,3483,7180,1607,2155,1272,2214,3486,1958,2018,781,1370,357,183,8756,3271,6721,1929,2496,1057,2176,3233,1856,1808,681,1394,426,192,8663,99.0091095,0.5,0.573170731707,5
SEA,1992,3440,7122,1690,2203,1252,2215,3467,1959,1962,818,1363,414,170,8740,3274,6801,1857,2459,1114,2188,3303,1841,1835,713,1402,462,208,8613,98.9641415,0.536585365854,0.670731707317,6
SEA,1993,3426,7134,1746,2261,1252,2255,3507,1891,1961,859,1295,428,211,8810,3203,6785,1797,2379,1098,2224,3322,1833,1851,676,1418,442,240,8443,98.6578445,0.621951219512,0.768292682927,7
SEA,1994,3405,7020,1744,2316,1185,2243,3428,2009,1942,998,1264,387,230,8785,3035,6583,1753,2336,1079,2205,3285,1821,1868,670,1591,413,299,8123,98.1622545,0.719512195122,0.69512195122,6
SEA,1995,3324,6821,1856,2469,1108,2285,3393,2113,1990,985,1278,378,366,8871,2968,6548,1804,2444,1074,2199,3273,1828,1954,669,1575,457,423,8163,97.9259415,0.731707317073,0.780487804878,7
SEA,1996,3192,6571,1893,2494,1011,2393,3404,2057,2017,899,1368,392,536,8813,2940,6595,1751,2411,1069,2231,3300,1812,2017,705,1501,442,526,8158,97.3862305,0.737804878049,0.69512195122,6
SEA,1997,3034,6408,1784,2359,982,2360,3342,1965,1885,893,1336,390,570,8423,2816,6406,1583,2175,1044,2255,3300,1763,1968,696,1526,407,573,7788,94.554592,0.737804878049,0.743902439024,7
SEA,1998,3023,6436,1623,2202,970,2248,3218,1958,1807,854,1188,382,590,8260,2827,6375,1481,2021,1078,2285,3363,1788,1875,637,1464,413,515,7651,92.311981,0.719512195122,0.5,5
SEA,1999,2404,5217,1221,1731,803,1823,2627,1536,1429,598,955,288,465,6494,2367,5258,1153,1594,896,1880,2776,1468,1494,519,1070,313,340,6227,92.111645,0.621951219512,0.548780487805,5
SEA,2000,2432,5461,1142,1657,859,1952,2811,1482,1411,525,959,273,427,6434,2485,5483,1100,1491,868,2028,2896,1525,1502,494,1002,328,352,6422,93.9241795,0.524390243902,0.536585365854,5
SEA,2001,3068,6797,1408,1973,1020,2452,3473,1835,1754,657,1177,377,506,8051,3104,6862,1348,1809,1065,2521,3586,1948,1828,619,1214,471,455,8011,94.4633295,0.542682926829,0.548780487805,5
SEA,2002,3080,6665,1358,1829,983,2377,3361,1859,1732,677,1143,386,477,7996,3021,6694,1357,1834,1068,2378,3447,1894,1722,608,1188,455,471,7871,92.1662025,0.542682926829,0.487804878049,4
SEA,2003,3009,6640,1294,1726,965,2359,3324,1850,1722,688,1055,329,472,7784,2918,6514,1356,1832,1014,2394,3408,1767,1649,534,1181,405,472,7665,90.5195465,0.518292682927,0.451219512195,4
SEA,2004,2913,6594,1344,1781,935,2351,3286,1778,1748,670,1077,341,589,7759,2925,6523,1460,1924,1003,2446,3449,1715,1664,564,1158,398,479,7790,90.8975525,0.469512195122,0.634146341463,6
TOR,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOR,1996,3084,6598,1412,1953,1071,2213,3284,1927,1987,745,1544,493,414,7994,3146,6624,1799,2416,1098,2274,3372,1990,1739,766,1326,482,519,8610,95.766129,0.256097560976,0.365853658537,3
TOR,1997,2990,6615,1429,1980,1103,2233,3336,1820,1935,733,1445,505,501,7911,3058,6507,1722,2345,1065,2313,3378,1978,1769,720,1332,462,508,8347,94.49004,0.310975609756,0.19512195122,1
TOR,1998,2931,6722,1462,2034,1161,2201,3362,1730,1867,745,1359,590,480,7805,3121,6608,1624,2281,1151,2429,3580,2093,1773,706,1354,478,446,8313,94.4634475,0.280487804878,0.46,4
TOR,1999,2312,5376,1245,1695,949,1798,2747,1391,1495,604,1085,492,299,6169,2482,5340,1299,1828,942,1949,2891,1657,1418,591,1071,386,325,6590,93.590233,0.32756097561,0.548780487805,5
TOR,2000,2320,5411,1297,1699,905,1948,2853,1491,1564,552,968,432,325,6262,2348,5235,1313,1752,787,1972,2760,1442,1481,501,1011,350,300,6310,93.101288,0.504390243902,0.573170731707,5
TOR,2001,3014,6927,1532,2026,1108,2489,3597,1975,1867,632,1090,531,427,7987,3005,6670,1528,2013,943,2531,3475,1743,1833,559,1172,440,362,7901,94.193531,0.560975609756,0.512195121951,5
TOR,2002,2983,6849,1375,1850,1116,2432,3548,1891,1758,643,1076,486,408,7750,2914,6557,1469,1950,960,2473,3434,1662,1702,594,1143,411,378,7676,91.998306,0.542682926829,0.292682926829,2
TOR,2003,2883,6695,1309,1798,1068,2345,3414,1681,1766,648,1107,423,398,7473,2928,6491,1501,1987,985,2518,3504,1679,1657,616,1135,393,373,7732,90.9026065,0.40243902439,0.40243902439,4
TOR,2004,2750,6506,1293,1764,926,2387,3313,1578,1754,606,1098,396,435,7229,2879,6478,1513,2009,1005,2631,3636,1623,1660,597,1108,368,321,7593,90.130306,0.34756097561,0.40243902439,4
UTA,1985,3542,7272,1996,2571,1088,2538,3626,2186,1969,703,1542,650,102,9182,3638,7738,1804,2394,1409,2553,3962,2153,2135,776,1522,454,59,9140,107.348825,0.524390243902,0.512195121951,5
UTA,1986,3465,7192,1904,2564,1074,2516,3591,2171,1999,714,1546,681,69,8904,3501,7471,1853,2429,1284,2577,3861,2023,2148,779,1568,453,68,8923,106.4761,0.506097560976,0.536585365854,5
UTA,1987,3469,7298,1832,2541,1131,2467,3598,2219,2039,776,1460,647,87,8857,3408,7338,1935,2523,1259,2573,3832,1994,2106,735,1555,460,104,8856,105.712645,0.524390243902,0.573170731707,5
UTA,1988,3484,7303,1768,2396,1130,2504,3634,2323,2013,803,1442,627,134,8871,3310,7310,1939,2519,1293,2540,3834,2001,2002,744,1523,464,144,8704,104.666705,0.55487804878,0.621951219512,6
UTA,1989,3333,6843,1956,2573,1058,2580,3638,2257,1940,745,1506,605,121,8743,3193,7226,1835,2408,1248,2338,3587,1901,2049,775,1398,488,165,8386,101.89756,0.59756097561,0.670731707317,6
UTA,1990,3256,6594,1992,2613,1001,2554,3555,2160,1962,698,1471,537,170,8674,3138,7059,1815,2397,1160,2221,3381,1848,1998,757,1285,478,179,8271,99.434956,0.646341463415,0.658536585366,6
UTA,1991,3272,6565,1912,2478,910,2487,3397,2214,1913,664,1357,471,187,8643,3190,6980,1740,2271,1100,2244,3344,1871,1952,711,1247,430,189,8310,98.0851365,0.664634146341,0.670731707317,6
UTA,1992,3296,6701,1956,2481,982,2508,3490,2202,1771,683,1284,449,153,8702,3254,7094,1575,2073,1123,2266,3390,1891,1976,666,1229,433,219,8303,97.959423,0.664634146341,0.573170731707,5
UTA,1993,3357,6847,1934,2490,1069,2503,3572,2182,1855,730,1267,396,144,8793,3275,7074,1639,2199,1133,2284,3417,1926,1964,647,1248,463,253,8442,98.4993745,0.621951219512,0.646341463415,6
UTA,1994,3271,6778,1834,2435,1050,2424,3474,2178,1976,748,1230,354,154,8531,3115,6805,1758,2393,1110,2320,3430,1867,1946,620,1304,463,280,8269,97.205639,0.609756097561,0.731707317073,7
UTA,1995,3225,6534,1850,2431,966,2398,3365,2217,2016,754,1240,378,240,8540,2909,6461,1804,2460,1008,2226,3234,1759,1987,620,1335,444,417,8039,95.1792755,0.689024390244,0.670731707317,6
UTA,1996,3186,6378,1854,2392,933,2392,3326,2197,2045,712,1252,405,339,8565,2796,6228,1827,2449,926,2137,3063,1676,2018,616,1318,419,548,7967,93.358402,0.701219512195,0.780487804878,7
UTA,1997,3130,6317,1813,2359,941,2391,3332,2169,2013,707,1237,418,355,8429,2727,6181,1808,2408,946,2125,3071,1616,2014,611,1307,391,535,7798,92.1811905,0.725609756098,0.756097560976,7
UTA,1998,3062,6165,1951,2530,925,2407,3333,2134,1971,698,1259,415,291,8366,2757,6289,1763,2339,970,2056,3027,1641,2089,642,1243,398,461,7738,91.8873405,0.768292682927,0.74,7
UTA,1999,2338,4866,1601,2077,758,1956,2715,1637,1547,523,1037,344,194,6472,2200,5126,1333,1791,809,1653,2462,1297,1721,538,950,343,307,6041,90.792732,0.748048780488,0.670731707317,6
UTA,2000,2323,5000,1409,1830,745,1967,2713,1622,1573,513,1017,360,234,6290,2188,5051,1267,1720,761,1765,2526,1262,1666,509,1007,340,301,5944,90.891609,0.705365853659,0.646341463415,6
UTA,2001,2961,6334,1687,2215,939,2404,3344,2076,2060,645,1235,454,327,7936,2724,6158,1714,2266,880,2209,3090,1592,2015,643,1269,434,399,7561,91.555294,0.658536585366,0.536585365854,5
UTA,2002,2914,6331,1783,2355,1026,2366,3392,2055,2039,705,1270,493,302,7915,2722,6146,1804,2349,900,2193,3095,1574,2039,723,1298,498,437,7686,91.802124,0.591463414634,0.573170731707,5
UTA,2003,2881,6281,1801,2389,1065,2365,3430,2051,1904,728,1297,495,252,7816,2764,6281,1703,2225,969,2162,3132,1593,2010,735,1290,486,451,7682,91.543129,0.55487804878,0.512195121951,5
UTA,2004,2792,6180,1694,2273,1062,2326,3388,1887,1966,645,1279,480,238,7516,2646,6112,1750,2287,939,2125,3065,1564,1974,694,1234,479,426,7468,89.4888725,0.542682926829,0.317073170732,3
WAS,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAS,1998,3080,6811,1489,2156,1121,2341,3462,1900,1839,689,1156,379,320,7969,2975,6540,1623,2172,1029,2468,3497,1725,1924,632,1328,372,348,7921,94.218674,0.512195121951,0.36,3
WAS,1999,2424,5390,1167,1677,858,1872,2730,1482,1495,541,946,286,249,6264,2340,5183,1333,1795,823,1992,2815,1402,1505,517,1060,292,283,6296,93.0112,0.436097560976,0.353658536585,3
WAS,2000,2389,5325,1205,1652,829,1920,2750,1417,1650,493,1028,286,257,6240,2355,5186,1417,1911,789,1967,2757,1436,1527,544,1009,357,304,6431,93.449257,0.356829268293,0.231707317073,2
WAS,2001,2921,6567,1635,2176,1040,2404,3444,1709,2031,612,1320,381,305,7783,3052,6571,1674,2246,946,2414,3361,1847,1969,687,1204,507,411,8191,94.418606,0.292682926829,0.451219512195,4
WAS,2002,2885,6558,1566,2055,1035,2381,3417,1681,1838,600,1160,368,290,7627,3026,6565,1477,1968,945,2393,3338,1860,1841,631,1121,462,427,7958,91.8328245,0.341463414634,0.451219512195,4
WAS,2003,2877,6529,1522,1971,986,2394,3380,1663,1703,595,1017,372,279,7555,2915,6520,1389,1820,954,2411,3366,1797,1757,593,1087,380,435,7654,89.940792,0.451219512195,0.30487804878,3
WAS,2004,2787,6475,1598,2144,1016,2393,3409,1574,1678,677,1203,398,343,7515,2969,6624,1413,1833,998,2483,3482,1871,1793,699,1190,396,436,7787,92.0291785,0.378048780488,0.548780487805,5
